N-NUMBER,SERIAL NUMBER,MFR MDL CODE,ENG MFR MDL,YEAR MFR,REGISTRANT NAME,STREET,CITY,STATE,ZIP,REGION,COUNTY,COUNTRY,LAST ACTION DATE,CERT ISSUE DATE,CERTIFICATION,TYPE AIRCRAFT,TYPE ENGINE,STATUS CODE,MODE S CODE,FRACT OWNER,AIR WORTH DATE,EXPIRATION DATE
899ZG,28-1982517                    ,2630450,17003,2004,PINNACLE ENERGY PARTNERS LLC                      ,9003 AVIATION WAY                ,HOUSTON           ,TX,69682     ,2,026,US,20071023,20060315,1N        ,4,1 ,V ,50050364, ,20210211,20291126
89BU ,17233061                      ,1750310,17027,1987,TEXTRON AVIATION INC                              ,5754 MAIN ST                     ,WICHITA           ,KS,82340     ,C,026,US,19960605,19901111,1A        ,4,1 ,V ,50026135, ,        ,20310411
89CE ,K7649-90                      ,2410192,17027,1994,TORRES WILLIAM S                                  ,1351 TAXIWAY DR                  ,FAIRBANKS         ,AK,12540     ,A,086,US,20040212,19940908,1N        ,4,1 ,V ,50024413, ,19981017,20270310
89LA ,17232364                      ,1750767,41514,1989,STATE OF ALASKA                                   ,6346 AVIATION WAY                ,ANCHORAGE         ,AK,96991     ,A,125,US,20110408,19910531,1T        ,4,2 ,V ,50117246, ,20120305,20270804
89MV ,B5310-25                      ,1310519,30062,1997,MERIDIAN AIR CHARTER LLC                          ,2168 RIDGE RD                    ,TETERBORO         ,NJ,87356     ,1,034,US,20060127,20000213,1N        ,5,1 ,V ,50101637, ,20171127,20301130
89UG ,28-2019296                    ,2630450,17003,2015,TURNER MICHAEL E                                  ,3798 AVIATION WAY                ,COLUMBUS          ,OH,30028     ,3,068,US,20200504,20170625,1N        ,4,1 ,V ,50111723, ,20220131,20310117
89YL ,17262597                      ,1751426,41545,2001,MERIDIAN AIR CHARTER LLC                          ,2168 RIDGE RD                    ,TETERBORO         ,NJ,87356     ,1,082,US,20180616,20020317,1N        ,5,5 ,V ,50054017, ,20050817,20280505
9007T,H5228-93                      ,2300605,00410,1983,MERIDIAN AIR CHARTER LLC                          ,2168 RIDGE RD                    ,TETERBORO         ,NJ,87356     ,1,113,US,20200206,19860224,1T        ,5,5 ,V ,50020760, ,20170707,20290811
9009Z,E7559-52                      ,1310425,41538,1988,US DEPT OF INTERIOR                               ,2592 TAXIWAY DR                  ,BOISE             ,ID,14852     ,5,010,US,20030504,19890607,1N        ,5,2 ,V ,50074021, ,20080220,20310628
900RH,G5408-17                      ,2850143,17003,1987,AMERIFLIGHT LLC                                   ,5668 PROSPECT AVE                ,BURBANK           ,CA,76550     ,7,162,US,20000225,19880625,1N        ,4,1 ,V ,50122217, ,19941019,20280430
9021D,J5816-99                      ,2410192,17027,2014,CLARK GEORGE W                                    ,3929 COUNTY ROAD 12              ,FORT MYERS        ,FL,67654     ,S,187,US,20171005,20160501,1A        ,4,1 ,V ,50015011, ,20250515,20290301
902VA,57060                         ,1531089,67000,2009,DELTA AIR LINES INC                               ,2622 TAXIWAY DR                  ,ATLANTA           ,GA,48254     ,S,057,US,20111107,20110919,1T        ,5,5 ,V ,50104631, ,20120821,20271016
903DR,D3372-43                      ,2410031,30062,2009,BANK OF UTAH TRUSTEE                              ,8122 SKYWAY CT                   ,SALT LAKE CITY    ,UT,29476     ,5,178,US,20241023,20111208,1N        ,4,1 ,V ,50004370, ,20170312,20280406
9060C,28-1979415                    ,2630450,17003,1970,GULF COAST AERIAL SURVEY INC                      ,3926 SKYWAY CT                   ,FORT MYERS        ,FL,63841     ,S,187,US,20050906,19721014,1U        ,4,1 ,V ,50120350, ,19841204,20271109
906KD,F8638-87                      ,2080254,30062,1983,HILL MICHAEL H                                    ,                                 ,BALTIMORE         ,MD,94896     ,1,144,US,20180628,19841118,1N        ,5,1 ,V ,50061741, ,20210608,20280530
9071C,M2588-16                      ,2520026,30010,1964,ADAMS CAROL L                                     ,7444 COUNTY ROAD 12              ,JACKSON           ,MS,50189     ,S,191,US,19921223,19650310,1N        ,4,1 ,V ,50026513, ,20241210,20310415
90748,17239951                      ,1750031,17003,2001,BANK OF UTAH TRUSTEE                              ,8122 SKYWAY CT                   ,SALT LAKE CITY    ,UT,29476     ,5,008,US,20180920,20021230,1U        ,4,1 ,V ,50072110,Y,20130506,20310701
90784,D4413-24                      ,1310364,30010,1968,MERIDIAN AIR CHARTER LLC                          ,2168 RIDGE RD                    ,TETERBORO         ,NJ,87356     ,1,066,US,19710610,19680317,1N        ,4,1 ,V ,50111241, ,19960913,20300529
9079J,F9511-33                      ,2520156,30062,1998,NELSON DANIEL B                                   ,8504 MAIN ST                     ,DALLAS            ,TX,91609     ,2,105,US,19991202,19980311,1A        ,4,1 ,V ,50063673, ,20090430,20290308
907LM,37076                         ,1531315,41060,2014,AMERICAN AIRLINES INC                             ,7836 HANGAR LN                   ,DALLAS-FORT WORTH ,TX,69871     ,2,158,US,20201117,20170714,1T        ,5,5 ,V ,50004222, ,20190918,20290419
907UT,H2321-90                      ,2300228,00410,1988,AMERIFLIGHT LLC                                   ,5668 PROSPECT AVE                ,BURBANK           ,CA,76550     ,7,046,US,20120912,19891126,1T        ,5,5 ,V ,50051067, ,20240105,20260512
90829,17249808                      ,1750663,41538,2008,STATE OF ALASKA                                   ,                                 ,ANCHORAGE         ,AK,96991     ,A,014,US,20230120,20080129,1N        ,5,2 ,V ,50072403, ,20120802,20271219
90845,67493                         ,1531430,52001,1993,FEDERAL EXPRESS CORP                              ,9131 AIRPORT RD                  ,MEMPHIS           ,TN,60277     ,S,022,US,20161221,19960624,1T        ,5,5 ,V ,50121136, ,19990106,20260824
9097G,17264571                      ,1750310,30062,2007,WELLS FARGO TRUST CO NA TRUSTEE                   ,7416 RIDGE RD                    ,CHARLESTON        ,WV,73483     ,1,093,US,20190817,20090102,1N        ,4,1 ,V ,50024602, ,20160827,20260223
90997,E969-69                       ,1310364,30062,1962,BANK OF UTAH TRUSTEE                              ,8122 SKYWAY CT                   ,SALT LAKE CITY    ,UT,29476     ,5,175,US,19820622,19651001,1A        ,4,1 ,V ,50006615, ,19740907,20260930
9099R,28-2019526                    ,2630203,17027,1984,ATP FLIGHT SCHOOL LLC                             ,4734 MERIDIAN PKWY               ,JACKSONVILLE      ,FL,49132     ,S,081,US,20180828,19840122,1N        ,4,1 ,V ,50104232, ,20180825,20280705
909WP,28-2018358                    ,2630203,17003,2018,DAVIS MARY K                                      ,9491 OAK ST                      ,BURBANK           ,CA,50888     ,7,050,US,20241008,20190330,1N        ,4,1 ,V ,50040404, ,20220601,20291230
90BY ,H1919-80                      ,2190382,52001,1977,AMERICAN AIRLINES INC                             ,7836 HANGAR LN                   ,DALLAS-FORT WORTH ,TX,69871     ,2,124,US,19881021,19780817,1T        ,5,5 ,V ,50115210, ,19840821,20270214
90QR ,28-1976584                    ,2630769,17027,2013,WILLIAMS JOHN H                                   ,343 LAKEVIEW DR                  ,WASHINGTON        ,VA,29973     ,1,003,US,20201229,20131212,1N        ,4,1 ,V ,50021211, ,20160816,20270302
90TH ,28-1985377                    ,2630655,30062,1981,HALL DAVID R                                      ,28 CESSNA BLVD                   ,OKLAHOMA CITY     ,OK,81118     ,2,100,US,20090607,19840125,1N        ,5,1 ,V ,50045351, ,19880810,20290319
90UW ,17217579                      ,1750434,30010,1989,GARCIA MARK M                                     ,5470 MAIN ST                     ,LINCOLN           ,NE,97835     ,C,104,US,20150823,19920316,1U        ,4,1 ,V ,50116753, ,20220506,20280522
90WE ,28-1982519                    ,2630203,17027,1984,WILLIAMS LINDA K                                  ,4642 MERIDIAN PKWY               ,ST. LOUIS         ,MO,69510     ,C,007,US,20010330,19870127,1N        ,4,1 ,V ,50054605, ,        ,20260313
90ZN ,17242112                      ,1750663,41514,1967,EMBRY RIDDLE AERONAUTICAL UNIVERSITY INC          ,9716 LAKEVIEW DR                 ,DAYTONA BEACH     ,FL,96499     ,S,198,US,20241011,19680119,1T        ,5,2 ,V ,50014622, ,19760202,20270502
910PH,17233523                      ,1750434,30010,2014,WALKER EDWARD S                                   ,9326 LAKEVIEW DR                 ,HOUSTON           ,TX,17894     ,2,064,US,20200214,20150213,1U        ,4,1 ,V ,50117204, ,20181024,20270906
9115J,28-2023307                    ,2630345,30010,1981,WELLS FARGO TRUST CO NA TRUSTEE                   ,7416 RIDGE RD                    ,CHARLESTON        ,WV,73483     ,1,102,US,20100928,19810313,1N        ,4,1 ,V ,50026661, ,20240903,20300908
9122J,J2285-20                      ,1310193,41538,1992,AMERIFLIGHT LLC                                   ,5668 PROSPECT AVE                ,BURBANK           ,CA,76550     ,7,030,US,20211118,19950725,1N        ,4,2 ,V ,50120643, ,20020104,20261222
9128K,28-1980964                    ,2630345,17003,2001,BAKER JOHN C                                      ,3640 AVIATION WAY                ,GRAND RAPIDS      ,MI,41890     ,3,142,US,20101117,20010120,1A        ,4,1 ,V ,50072717, ,20180103,20280808
912AJ,H5134-71                      ,2080254,30062,1997,WELLS FARGO TRUST CO NA TRUSTEE                   ,7416 RIDGE RD                    ,CHARLESTON        ,WV,73483     ,1,187,US,20030721,19991119,1N        ,5,1 ,V ,50036662, ,20100412,20290528
912MU,28-1991553                    ,2630073,17003,1990,JOHNSON EDWARD R                                  ,106 MAIN ST                      ,MINNEAPOLIS       ,MN,49139     ,3,117,US,20080904,19931025,1N        ,4,1 ,V ,50056350, ,20180529,20301228
913NF,28-2001614                    ,2631051,41538,2006,REPUBLIC AIRWAYS INC                              ,1243 COUNTY ROAD 12              ,INDIANAPOLIS      ,IN,64387     ,3,179,US,20140718,20090830,1T        ,5,2 ,V ,50036200, ,20160819,20301217
913XK,G5740-21                      ,2190587,00410,2014,WELLS FARGO TRUST CO NA TRUSTEE                   ,7416 RIDGE RD                    ,CHARLESTON        ,WV,73483     ,1,028,US,20191201,20170412,1N        ,5,5 ,V ,50007507, ,        ,20260203
914VZ,L2900-18                      ,2300111,00410,1996,MERIDIAN AIR CHARTER LLC                          ,2168 RIDGE RD                    ,TETERBORO         ,NJ,87356     ,1,033,US,20130417,19960819,1N        ,5,5 ,V ,50034225, ,20010829,20311119
9151D,13284                         ,2740262,60012,1964,NORTHERN LIGHTS HELI SERVICES INC                 ,4012 LAKEVIEW DR                 ,ANCHORAGE         ,AK,60196     ,A,053,US,19720920,19660505,1N        ,6,3 ,V ,50016113, ,20180123,20270808
91570,17219101                      ,1750933,30010,1983,GARCIA MARY H                                     ,9053 MAPLE AVE                   ,CINCINNATI        ,KY,30517     ,S,001,US,20050315,19830206,1N        ,4,1 ,V ,50043565, ,20171017,20280624
9159H,17239224                      ,1751213,52040,1987,WELLS FARGO TRUST CO NA TRUSTEE                   ,7416 RIDGE RD                    ,CHARLESTON        ,WV,73483     ,1,138,US,19991221,19870124,1N        ,5,5 ,V ,50116144, ,19940122,20291124
9162M,28-1993823                    ,2630594,30062,1976,NELSON DANIEL B                                   ,8504 MAIN ST                     ,DALLAS            ,TX,91609     ,2,148,US,20120530,19790516,1N        ,5,1 ,V ,50044563, ,19821003,20270827
9173Y,17247010                      ,1750767,41538,1966,ATP FLIGHT SCHOOL LLC                             ,4734 MERIDIAN PKWY               ,JACKSONVILLE      ,FL,49132     ,S,049,US,20200429,19691029,1T        ,4,2 ,V ,50102720, ,20150729,20290423
91DY ,B1515-87                      ,1310364,17003,1975,GULF COAST AERIAL SURVEY INC                      ,3926 SKYWAY CT                   ,FORT MYERS        ,FL,63841     ,S,147,US,19830417,19760827,1N        ,4,1 ,V ,50007761, ,20141217,20300320
91JC ,J501-55                       ,1310193,41538,1973,SKYWEST AIRLINES INC                              ,8427 MERIDIAN PKWY               ,SALT LAKE CITY    ,UT,27892     ,5,186,US,20250520,19730422,1T        ,4,2 ,V ,50102026, ,20061030,20290331
91JG ,H5521-36                      ,2190212,41060,    ,SKYWEST AIRLINES INC                              ,8427 MERIDIAN PKWY               ,SALT LAKE CITY    ,UT,27892     ,5,123,US,20210404,20160711,1T        ,5,5 ,V ,50056161, ,20240624,20270415
9209P,28-1992818                    ,2630655,17041,2000,TURNER KENNETH F                                  ,3555 MERIDIAN PKWY               ,DALLAS            ,TX,73464     ,2,107,US,20040121,20010202,1A        ,5,1 ,V ,50003120, ,20250224,20261204
9212C,65869                         ,1531209,41060,2010,"DELTA AIR LINES, INC.                             ",2622 TAXIWAY DR                  ,ATLANTA           ,GA,48254     ,S,001,US,20221206,20121019,1T        ,5,5 ,V ,50042504, ,20160204,20301206
92132,1626                          ,1860187,30062,1971,AMERIFLIGHT L L C                                 ,5668 PROSPECT AVE                ,BURBANK           ,CA,76550     ,7,192,US,20160920,19711007,1U        ,4,1 ,V ,50005177, ,20240829,20260318
921AC,K8254-46                      ,2080083,17027,1980,TURNER ROBERT M                                   ,1134 INDUSTRIAL DR               ,DES MOINES        ,IA,95426     ,C,062,US,19841219,19831114,1A        ,4,1 ,V ,50107727, ,20171206,20290811
921RP,G6007-87                      ,2080125,30010,2020,NELSON DANIEL J                                   ,4032 SKYWAY CT                   ,HOUSTON           ,TX,21359     ,2,083,US,20210920,20200908,1N        ,4,1 ,V ,50121724, ,20250308,20291213
921RR,28-1967381                    ,2630345,30062,2002,WRIGHT MARY K                                     ,                                 ,ALBANY            ,NY,45954     ,1,150,US,20080902,20021017,1N        ,4,1 ,V ,50016660, ,        ,20270504
922JC,43052                         ,1530301,52001,1964,SOUTHWEST AIRLINES CO                             ,6907 SKYWAY CT                   ,DALLAS            ,TX,73242     ,2,176,US,20050830,19650212,1T        ,5,5 ,V ,50063253, ,20010907,20300502
922JX,17233066                      ,1750031,30010,2019,ATP FLIGHT SCHOOL LLC                             ,4734 MERIDIAN PKWY               ,JACKSONVILLE      ,FL,49132     ,S,002,US,20230619,20221021,1N        ,4,1 ,V ,50011462, ,20231028,20260622
922UB,17238960                      ,1750865,30010,    ,PINNACLE ENERGY PARTNERS LLC                      ,9003 AVIATION WAY                ,HOUSTON           ,TX,69682     ,2,028,US,20200109,20190213,1N        ,4,1 ,V ,50061404, ,20230425,20310215
9231P,D7746-97                      ,2520026,17027,1964,HIGH PLAINS CROP DUSTING INC                      ,815 MAIN ST                      ,BILLINGS          ,MT,71993     ,5,077,US,20240117,19660711,1N        ,4,1 ,V ,50072277, ,        ,20311117
92328,7874                          ,1200602,52001,1966,SOUTHWEST AIRLINES CO                             ,6907 SKYWAY CT                   ,DALLAS            ,TX,73242     ,2,046,US,19890812,19670421,1T        ,5,5 ,V ,50023270, ,19900117,20280603
9234J,17244221                      ,1751181,17041,1986,TEXTRON AVIATION INC                              ,5754 MAIN ST                     ,WICHITA           ,KS,82340     ,C,104,US,20201217,19881220,1N        ,5,1 ,V ,50063463, ,        ,20260620
923NY,28-2003449                    ,2630769,30010,1966,WELLS FARGO TRUST CO NA TRUSTEE                   ,7416 RIDGE RD                    ,CHARLESTON        ,WV,73483     ,1,011,US,20181116,19680927,1N        ,4,1 ,V ,50052316,Y,20241227,20260406
923QR,62225                         ,1531089,52001,1966,UNITED AIRLINES INC                               ,8437 MERIDIAN PKWY               ,CHICAGO           ,IL,45838     ,3,125,US,19830720,19680412,1T        ,5,5 ,V ,50057724, ,19790727,20260818
